日期,策略,證券代號,快照收盤,市況
2026-05-03,策略7,2070,59.0,bull
2026-05-03,策略7,3031,31.549999237060547,bull
2026-05-03,策略7,6108,19.100000381469727,bull
2026-05-03,策略7,3707,66.19999694824219,bull
2026-05-03,策略7,3665,2770.0,bull
2026-05-03,策略7,1326,52.29999923706055,bull
2026-05-03,策略7,3162,73.19999694824219,bull
2026-05-03,策略7,3016,89.69999694824219,bull
2026-05-03,策略8,00888,26.709999084472656,bull
2026-05-03,策略8,009814,10.5,bull
2026-05-03,策略8,6015,14.199999809265137,bull
2026-05-03,策略8,4908,214.0,bull
2026-05-03,策略8,3498,87.69999694824219,bull
2026-05-03,策略9,8046,1005.0,bull
2026-05-03,策略9,3037,883.0,bull
2026-05-03,策略9,6861,328.0,bull
2026-05-03,策略9,5269,1365.0,bull
2026-05-03,策略9,4958,421.0,bull
2026-05-03,策略9,3167,861.0,bull
2026-05-03,策略9,3680,537.0,bull
2026-05-03,策略9,6658,149.5,bull
2026-05-03,策略9,3526,330.0,bull
2026-05-03,策略9,2233,300.0,bull
2026-05-03,策略9,3581,179.5,bull
2026-05-03,策略9,4764,258.0,bull
2026-05-03,策略9,4951,119.0,bull
2026-05-03,策略9,2464,113.5,bull
2026-05-03,策略9,4908,214.0,bull
2026-05-03,策略9,8027,193.5,bull
2026-05-03,策略9,1727,81.5,bull
2026-05-03,策略9,3016,89.69999694824219,bull
2026-05-03,策略9,6278,168.0,bull
2026-05-03,策略9,8358,388.5,bull
2026-05-03,策略9,2072,185.0,bull
2026-05-03,策略9,1597,143.5,bull
2026-05-03,策略9,3605,87.0999984741211,bull
2026-05-03,策略9,1595,72.80000305175781,bull
2026-05-03,策略9,2449,302.5,bull
2026-05-03,策略9,6197,208.0,bull
2026-05-03,策略9,4542,199.0,bull
2026-05-03,策略9,6234,52.79999923706055,bull
2026-05-03,策略9,00715L,74.1500015258789,bull
2026-05-03,策略9,8064,104.0,bull
2026-05-03,策略9,6224,73.30000305175781,bull
2026-05-03,策略9,4540,68.5,bull
2026-05-03,策略9,6446,661.0,bull
2026-05-03,策略9,6405,50.900001525878906,bull
2026-05-03,策略9,4576,222.0,bull
2026-05-03,策略9,3707,66.19999694824219,bull
2026-05-03,策略9,2388,78.5999984741211,bull
2026-05-03,策略9,6485,87.5999984741211,bull
2026-05-03,策略9,2465,74.0,bull
2026-05-03,策略9,6215,111.0,bull
2026-05-03,策略9,2359,119.0,bull
2026-05-03,策略9,8255,136.0,bull
2026-05-03,策略9,3088,108.0,bull
2026-05-03,策略9,3051,28.350000381469727,bull
2026-05-03,策略9,8374,84.30000305175781,bull
2026-05-03,策略9,2374,78.4000015258789,bull
2026-05-03,策略9,8234,66.9000015258789,bull
2026-05-03,策略9,4949,105.5,bull
2026-05-03,策略9,6873,89.19999694824219,bull
2026-05-03,策略9,3029,102.0,bull
2026-05-03,策略9,6165,53.099998474121094,bull
2026-05-03,策略9,6207,64.5,bull
2026-05-03,策略9,2542,40.150001525878906,bull
2026-05-03,策略9,3149,47.29999923706055,bull
2026-05-03,策略9,6695,46.5,bull
2026-05-03,策略9,2597,157.0,bull
2026-05-03,策略9,6761,218.0,bull
2026-05-03,策略9,2328,49.54999923706055,bull
2026-05-03,策略9,5443,129.5,bull
2026-05-03,策略9,2881,90.0,bull
2026-05-03,策略9,5425,62.79999923706055,bull
2026-05-03,策略9,6757,49.650001525878906,bull
2026-05-03,策略9,1536,51.5,bull
2026-05-03,策略9,5864,28.5,bull
2026-05-03,策略9,9802,77.5,bull
2026-05-03,策略9,2342,33.599998474121094,bull
2026-05-03,策略9,3032,64.0,bull
2026-05-03,策略9,2417,47.150001525878906,bull
2026-05-03,策略9,2440,18.25,bull
2026-05-03,策略9,00642U,33.150001525878906,bull
2026-05-03,策略9,6173,85.69999694824219,bull
2026-05-03,策略9,6125,55.79999923706055,bull
2026-05-03,策略9,4766,358.5,bull
2026-05-03,策略9,8121,28.5,bull
2026-05-03,策略9,6218,41.150001525878906,bull
2026-05-03,策略9,4105,74.19999694824219,bull
2026-05-03,策略9,6505,56.400001525878906,bull
2026-05-03,策略9,3535,128.5,bull
2026-05-03,策略9,5278,23.649999618530273,bull
2026-05-03,策略9,4526,36.75,bull
2026-05-03,策略9,6706,151.5,bull
2026-05-03,策略9,1708,41.79999923706055,bull
2026-05-03,策略9,6015,14.199999809265137,bull
2026-05-03,策略9,00902,16.940000534057617,bull
2026-05-03,策略9,4743,53.20000076293945,bull
2026-05-03,策略9,6189,47.95000076293945,bull
2026-05-03,策略9,2603,202.0,bull
2026-05-03,策略9,2034,21.299999237060547,bull
2026-05-03,策略9,2915,44.650001525878906,bull
2026-05-03,策略9,3356,54.0,bull
2026-05-03,策略9,5498,73.9000015258789,bull
2026-05-03,策略9,2027,37.70000076293945,bull
2026-05-03,策略9,1326,52.29999923706055,bull
2026-05-03,策略9,2883,21.5,bull
2026-05-03,策略9,2103,19.649999618530273,bull
2026-05-03,策略9,6026,15.350000381469727,bull
2026-05-03,策略9,3490,30.5,bull
2026-05-03,策略9,2892,28.850000381469727,bull
2026-05-03,策略9,00882,15.770000457763672,bull
2026-05-03,策略9,00641R,4.090000152587891,bull
2026-05-03,策略9,00733,64.4000015258789,bull
2026-05-03,策略9,1307,31.700000762939453,bull
2026-05-03,策略9,6499,83.69999694824219,bull
2026-05-03,策略9,00865B,48.060001373291016,bull
2026-05-03,策略10,1308,15.050000190734863,bull
2026-05-03,策略10,2101,33.45000076293945,bull
2026-05-03,策略10,2913,11.25,bull
2026-05-03,策略10,4157,10.0,bull
2026-05-03,策略10,2528,22.5,bull
2026-05-03,策略10,1304,14.350000381469727,bull
2026-05-03,策略10,2022,8.119999885559082,bull
2026-05-03,策略10,2442,18.25,bull
2026-05-03,策略10,1305,14.850000381469727,bull
2026-05-03,策略10,00676R,6.610000133514404,bull
2026-05-03,策略10,1434,15.899999618530273,bull
2026-05-03,策略10,9103,4.690000057220459,bull
2026-05-03,策略10,00988B,19.899999618530273,bull
2026-05-03,策略10,2646,20.25,bull
2026-05-03,策略10,7821,47.70000076293945,bull
2026-05-03,策略10,2020,22.149999618530273,bull
2026-05-03,策略10,2104,10.699999809265137,bull
2026-05-03,策略10,2597,157.0,bull
2026-05-03,策略10,7721,78.0999984741211,bull
2026-05-03,策略10,8404,16.799999237060547,bull
2026-05-03,策略10,6499,83.69999694824219,bull
2026-05-03,策略10,6133,22.0,bull
2026-05-03,策略10,00942B,14.279999732971191,bull
2026-05-03,策略10,2014,17.600000381469727,bull
2026-05-03,策略10,1524,28.149999618530273,bull
2026-05-03,策略10,2605,34.70000076293945,bull
2026-05-03,策略10,6937,331.0,bull
2026-05-03,策略10,00960,17.15999984741211,bull
2026-05-03,策略10,2915,44.650001525878906,bull
2026-05-03,策略10,3615,31.850000381469727,bull
2026-05-03,策略10,00648R,4.210000038146973,bull
2026-05-03,策略10,8390,85.4000015258789,bull
2026-05-03,策略10,6442,2110.0,bull
2026-05-03,策略10,8936,50.099998474121094,bull
2026-05-03,策略10,4743,53.20000076293945,bull
2026-05-03,策略10,2614,20.200000762939453,bull
2026-05-03,策略10,1611,11.949999809265137,bull
2026-05-03,策略10,5484,39.0,bull
2026-05-03,策略10,3498,87.69999694824219,bull
2026-05-03,策略10,6547,49.349998474121094,bull
2026-05-03,策略10,1309,20.799999237060547,bull
2026-05-03,策略10,1528,28.799999237060547,bull
2026-05-03,策略10,2072,185.0,bull
2026-05-03,策略10,8234,66.9000015258789,bull
2026-05-03,策略10,2313,244.5,bull
2026-05-03,策略10,6005,28.049999237060547,bull
2026-05-03,策略10,6830,850.0,bull
2026-05-03,策略10,5009,32.20000076293945,bull
2026-05-03,策略10,2302,18.700000762939453,bull
2026-05-03,策略10,8091,192.0,bull
2026-05-03,策略10,00955,15.140000343322754,bull
2026-05-03,策略10,00981D,10.369999885559082,bull
2026-05-03,策略11,1595,72.80000305175781,bull
2026-05-03,策略11,4951,119.0,bull
2026-05-03,策略11,4576,222.0,bull
2026-05-03,策略11,3037,883.0,bull
2026-05-03,策略11,00926,24.399999618530273,bull
2026-05-03,策略11,00936,18.940000534057617,bull
2026-05-03,策略11,00639,17.219999313354492,bull
2026-05-03,策略11,5864,28.5,bull
2026-05-03,策略11,009800,11.9399995803833,bull
2026-05-03,策略11,6197,208.0,bull
2026-05-03,策略11,2233,300.0,bull
2026-05-03,策略11,3526,330.0,bull
2026-05-03,策略11,3088,108.0,bull
2026-05-03,策略11,4540,68.5,bull
2026-05-03,策略11,00938,20.260000228881836,bull
2026-05-03,策略11,5443,129.5,bull
2026-05-03,策略11,3680,537.0,bull
2026-05-03,策略11,009809,14.300000190734863,bull
2026-05-03,策略12,2022,8.119999885559082,bull
2026-05-03,策略12,3717,19.5,bull
2026-05-03,策略12,00676R,6.610000133514404,bull
2026-05-03,策略12,6167,12.199999809265137,bull
2026-05-03,策略12,2323,10.149999618530273,bull
2026-05-03,策略12,2367,57.70000076293945,bull
2026-05-03,策略12,1316,11.0,bull
2026-05-03,策略12,1604,22.899999618530273,bull
2026-05-03,策略12,8085,12.550000190734863,bull
2026-05-03,策略12,2104,10.699999809265137,bull
2026-05-03,策略12,2528,22.5,bull
2026-05-03,策略12,5388,76.5,bull
2026-05-03,策略12,2442,18.25,bull
2026-05-03,策略12,2913,11.25,bull
2026-05-03,策略12,2836,11.850000381469727,bull
2026-05-03,策略12,9103,4.690000057220459,bull
2026-05-03,策略12,00648R,4.210000038146973,bull
2026-05-03,策略12,1584,19.600000381469727,bull
2026-05-03,策略12,3052,10.649999618530273,bull
2026-05-03,策略12,3036,204.0,bull
2026-05-03,策略12,1337,5.019999980926514,bull
2026-05-03,策略12,00967B,9.130000114440918,bull
2026-05-03,策略12,8404,16.799999237060547,bull
2026-05-03,策略12,2646,20.25,bull
2026-05-03,策略12,2101,33.45000076293945,bull
2026-05-03,策略12,8415,33.70000076293945,bull
2026-05-03,策略12,00969B,8.289999961853027,bull
2026-05-03,策略12,00679B,26.81999969482422,bull
2026-05-03,策略12,1218,18.950000762939453,bull
2026-05-03,策略12,00942B,14.279999732971191,bull
2026-05-03,策略12,00983D,10.140000343322754,bull
2026-05-03,策略12,3481,23.950000762939453,bull
2026-05-03,策略12,00957B,13.430000305175781,bull
2026-05-03,策略12,00986D,14.84000015258789,bull
2026-05-03,策略12,9958,101.0,bull
2026-05-03,策略12,00862B,31.549999237060547,bull
2026-05-03,策略12,8096,89.19999694824219,bull
2026-05-03,策略12,1314,7.420000076293945,bull
2026-05-03,策略12,2014,17.600000381469727,bull
2026-05-03,策略12,6143,87.0999984741211,bull
2026-05-03,策略12,2615,74.5999984741211,bull
2026-05-03,策略12,3047,14.649999618530273,bull
2026-05-03,策略12,1789,20.299999237060547,bull
2026-05-03,策略12,00968B,9.25,bull
2026-05-03,策略12,1477,211.5,bull
2026-05-03,策略12,6177,45.5,bull
2026-05-03,策略12,1323,20.299999237060547,bull
2026-05-03,策略12,2431,10.800000190734863,bull
2026-05-03,策略12,00907,14.399999618530273,bull
2026-05-03,策略12,2010,24.75,bull
2026-05-03,策略12,1434,15.899999618530273,bull
2026-05-03,策略12,00958B,9.239999771118164,bull
2026-05-03,策略12,6550,17.5,bull
2026-05-03,策略12,00985B,10.25,bull
2026-05-03,策略12,4306,13.199999809265137,bull
2026-05-03,策略12,6142,8.850000381469727,bull
2026-05-03,策略12,3005,97.5999984741211,bull
2026-05-03,策略12,3294,30.5,bull
2026-05-03,策略12,1710,13.0,bull
2026-05-03,策略12,2406,30.549999237060547,bull
2026-05-03,策略12,00752,23.729999542236328,bull
2026-05-03,策略12,3663,66.4000015258789,bull
2026-05-03,策略12,1210,53.400001525878906,bull
2026-05-03,策略12,9914,57.900001525878906,bull
2026-05-03,策略12,6994,63.900001525878906,bull
2026-05-03,策略12,6168,25.100000381469727,bull
2026-05-03,策略12,6112,45.70000076293945,bull
2026-05-03,策略12,00650L,17.329999923706055,bull
2026-05-03,策略12,2405,14.949999809265137,bull
2026-05-03,策略12,1312,12.300000190734863,bull
2026-05-03,策略12,1524,28.149999618530273,bull
2026-05-03,策略12,3376,204.0,bull
2026-05-03,策略12,2204,54.099998474121094,bull
2026-05-03,策略12,2603,202.0,bull
2026-05-03,策略12,9939,111.5,bull
2026-05-03,策略12,00865B,48.060001373291016,bull
2026-05-03,策略12,6443,35.349998474121094,bull
2026-05-03,策略12,6806,22.649999618530273,bull
2026-05-03,策略12,2027,37.70000076293945,bull
2026-05-03,策略12,2614,20.200000762939453,bull
2026-05-03,策略12,00665L,9.869999885559082,bull
2026-05-03,策略12,1723,78.30000305175781,bull
2026-05-03,策略12,6465,45.20000076293945,bull
2026-05-03,策略12,4416,12.850000381469727,bull
2026-05-03,策略12,2457,23.950000762939453,bull
2026-05-03,策略12,4763,42.29999923706055,bull
2026-05-03,策略12,6271,173.0,bull
2026-05-03,策略12,2314,14.100000381469727,bull
2026-05-03,策略12,6890,156.5,bull
2026-05-03,策略12,3545,50.099998474121094,bull
2026-05-03,策略12,9802,77.5,bull
2026-05-03,策略13,00674R,27.18000030517578,bull
2026-05-03,策略13,3167,861.0,bull
2026-05-03,策略13,4764,258.0,bull
2026-05-03,策略13,6735,121.5,bull
2026-05-03,策略13,6658,149.5,bull
2026-05-03,策略13,3229,40.04999923706055,bull
2026-05-03,策略13,3443,4260.0,bull
2026-05-03,策略13,8046,1005.0,bull
2026-05-03,策略13,6531,840.0,bull
2026-05-03,策略13,6789,576.0,bull
2026-05-03,策略13,6234,52.79999923706055,bull
2026-05-03,策略13,6278,168.0,bull
2026-05-03,策略13,6274,1010.0,bull
2026-05-03,策略13,6672,219.0,bull
2026-05-03,策略13,2383,4545.0,bull
2026-05-03,策略13,6205,86.5,bull
2026-05-03,策略13,6217,278.0,bull
2026-05-03,策略13,1591,64.9000015258789,bull
2026-05-03,策略13,8271,220.0,bull
2026-05-03,策略13,6218,41.150001525878906,bull
2026-05-03,策略13,6208,80.0,bull
2026-05-03,策略13,2464,113.5,bull
2026-05-03,策略13,3661,4135.0,bull
2026-05-03,策略13,3518,32.79999923706055,bull
2026-05-03,策略13,2351,154.0,bull
2026-05-03,策略13,3605,87.0999984741211,bull
2026-05-03,策略13,3665,2770.0,bull
2026-05-03,策略13,4949,105.5,bull
2026-05-03,策略13,2070,59.0,bull
2026-05-03,策略13,6877,169.0,bull
2026-05-03,策略13,1711,56.5,bull
2026-05-03,策略13,6415,427.0,bull
2026-05-03,策略13,2345,2280.0,bull
2026-05-03,策略13,2388,78.5999984741211,bull
2026-05-03,策略13,4720,26.399999618530273,bull
2026-05-03,策略13,3228,198.0,bull
2026-05-03,策略13,6441,29.399999618530273,bull
2026-05-03,策略13,6290,285.5,bull
2026-05-03,策略13,00631L,28.610000610351562,bull
2026-05-03,策略13,00685L,224.14999389648438,bull
2026-05-03,策略13,00675L,248.1999969482422,bull
2026-05-03,策略13,6903,412.5,bull
2026-05-03,策略13,5289,1245.0,bull
2026-05-03,策略13,1590,1455.0,bull
2026-05-03,策略13,5386,379.0,bull
2026-05-03,策略13,3051,28.350000381469727,bull
2026-05-03,策略13,9136,12.149999618530273,bull
2026-05-03,策略13,3031,31.549999237060547,bull
2026-05-03,策略13,00994A,16.81999969482422,bull
2026-05-03,策略13,00987A,16.459999084472656,bull
2026-05-03,策略13,3680,537.0,bull
2026-05-03,策略13,2465,74.0,bull
2026-05-03,策略13,00947,31.09000015258789,bull
2026-05-03,策略13,6669,4675.0,bull
2026-05-03,策略13,4967,281.0,bull
2026-05-03,策略13,2399,42.45000076293945,bull
2026-05-03,策略13,7769,4945.0,bull
2026-05-03,策略13,1721,24.200000762939453,bull
2026-05-03,策略13,00990A,15.880000114440918,bull
2026-05-03,策略13,3028,68.30000305175781,bull
2026-05-03,策略13,00830,72.1500015258789,bull
2026-05-03,策略13,00911,48.29999923706055,bull
2026-05-03,策略13,6761,218.0,bull
2026-05-03,策略13,00992A,17.3799991607666,bull
2026-05-03,策略13,3135,141.5,bull
2026-05-03,策略13,2233,300.0,bull
2026-05-03,策略13,6488,580.0,bull
2026-05-03,策略13,2049,312.5,bull
2026-05-03,策略13,00670L,177.64999389648438,bull
2026-05-03,策略13,3707,66.19999694824219,bull
2026-05-03,策略13,8028,245.0,bull
2026-05-03,策略14,6278,168.0,bull
2026-05-03,策略14,4949,105.5,bull
2026-05-03,策略14,6531,840.0,bull
2026-05-03,策略15,2355,51.20000076293945,bull
2026-05-03,策略16,2374,78.4000015258789,bull
2026-05-03,策略16,4526,36.75,bull
2026-05-03,策略16,3707,66.19999694824219,bull
2026-05-03,策略16,3615,31.850000381469727,bull
2026-05-03,策略16,6215,111.0,bull
2026-05-03,策略16,2449,302.5,bull
2026-05-03,策略16,6706,151.5,bull
2026-05-03,策略16,3059,40.29999923706055,bull
2026-05-03,策略17,00936,18.940000534057617,bull
2026-05-03,策略17,00733,64.4000015258789,bull
2026-05-03,策略17,00926,24.399999618530273,bull
2026-05-03,策略17,5864,28.5,bull
2026-05-03,策略17,00639,17.219999313354492,bull
2026-05-03,策略17,00938,20.260000228881836,bull
2026-05-03,策略17,009800,11.9399995803833,bull
2026-05-03,策略17,6197,208.0,bull
2026-05-03,策略19,6218,41.150001525878906,bull
2026-05-03,策略19,2467,609.0,bull
2026-05-03,策略19,2417,47.150001525878906,bull
2026-05-03,策略19,4949,105.5,bull
2026-05-03,策略19,3167,861.0,bull
2026-05-03,策略19,4766,358.5,bull
2026-05-03,策略19,6207,64.5,bull
2026-05-03,策略19,3532,189.0,bull
2026-05-03,策略19,6830,850.0,bull
2026-05-03,策略19,4526,36.75,bull
2026-05-03,策略19,1591,64.9000015258789,bull
2026-05-03,策略19,5443,129.5,bull
2026-05-03,策略19,3709,82.5,bull
2026-05-03,策略19,2855,35.599998474121094,bull
2026-05-03,策略19,6706,151.5,bull
2026-05-03,策略19,3498,87.69999694824219,bull
2026-05-03,策略19,6197,208.0,bull
2026-05-03,策略19,2455,347.5,bull
2026-05-03,策略19,6903,412.5,bull
2026-05-03,策略19,4543,38.5,bull
2026-05-03,策略19,6937,331.0,bull
2026-05-03,策略19,00733,64.4000015258789,bull
2026-05-03,策略19,8091,192.0,bull
2026-05-03,策略19,00642U,33.150001525878906,bull
2026-05-03,策略19,00945B,14.479999542236328,bull
2026-05-03,策略19,2303,77.30000305175781,bull
2026-05-03,策略19,8027,193.5,bull
2026-05-03,策略20,1591,64.9000015258789,bull
2026-05-03,策略20,2542,40.150001525878906,bull
2026-05-03,策略20,5386,379.0,bull
2026-05-03,策略20,6903,412.5,bull
2026-05-03,策略20,8996,1250.0,bull
2026-05-03,策略20,4743,53.20000076293945,bull
2026-05-03,策略20,3057,20.149999618530273,bull
2026-05-03,策略20,2072,185.0,bull
2026-05-03,策略20,6446,661.0,bull
2026-05-03,策略20,8091,192.0,bull
2026-05-03,策略20,6125,55.79999923706055,bull
2026-05-03,策略20,6215,111.0,bull
2026-05-03,策略20,8374,84.30000305175781,bull
2026-05-03,策略20,3689,134.0,bull
2026-05-03,策略20,4991,676.0,bull
